Sentence,Sentiment_Num,,,,
"네이버 '스프링캠프', 스튜디오랩에 투자",1,,,,
"네이버웹툰, 웹툰 작가와 수익 공유하는 ‘PPS’ 10년 만에 연 2조 규모로 성장",2,,,,
"삼성카드, CJ·네이버와 '데이터 동맹'",1,,,,
"청년농업인 생산 농축산물, 네이버쇼핑서 30% 할인판매",1,,,,
"빗썸, 네이버 증권·카카오페이와 연동 ""보유 코인 확인 가능""",1,,,,
"네이버의 C2C 사랑…크림, 인도네시아 '킥애비뉴'에 13억원 추가 투자",1,,,,
“워킹맘이 죄인인가”…‘극단 선택’ 네이버 여직원이 남긴 메시지,0,,,,
"네이버웹툰 창작자 수익 모델 PPS, 10년새 ‘연간 규모 2조원 이상’ 성장",2,,,,
"극단적 선택' 네이버 개발자, 생전 괴롭힘 호소…노동부 수사",0,,,,
"농식품부 ""네이버쇼핑서 청년농 생산 농·축산물 할인판매""",1,,,,
"“청년농업인이 키운 농축산물, 네이버에서 30% 할인가로 구매하세요”",1,,,,
"네이버웹툰, 창작 생태계 지원 프로그램 ‘웹툰위드’ 공개",1,,,,
네이버 웨일에 들어온 폴라리스…문서 편집 웹에서 ‘자유롭게’,1,,,,
"청년농업인 농축산물, 네이버쇼핑서 30% 할인 판매",1,,,,
국민주 '네카오'는 옛말?…네이버 '웃고' 카카오 '운다',1,,,,
"네이버 30대 워킹맘 극단적 선택…""육아휴직 복귀 뒤 직장내 괴롭힘""",0,,,,
"청호나이스, 24일 네이버 쇼핑라이브서 주력 제품 소개",1,,,,
"동국대-네이버 계열사, 웹콘텐츠 인재양성 손잡았다",2,,,,
네이버·카카오 인증서 써도 본인확인은 통신사 거치는 이유,1,,,,
"""짝퉁 꼼짝마""…영국 WTR, 네이버 위조상품 모니터링 기술 조명",1,,,,
"극단적 선택한 네이버 개발자…노동부, 직장 내 괴롭힘 수사",0,,,,
"""네이버증권서 가상자산 조회""…빗썸, 플랫폼 연동 확대",1,,,,
"네이버 페이'로 알고 결제했더니, 가짜 사이트",1,,,,
언론인총연합회 “제평위의 좌파 폭주…네이버·카카오도 공범”,0,,,,
"부산테크노파크·네이버, 1인 가구 돌봄 서비스 추진",1,,,,
"김준구 네이버웹툰 대표 “빅테크, 우리 따라오기 쉽지 않아”",2,,,,
" 비앤빛 강남밝은세상안과, 네이버와 스마트의료 AI 연구 협력 MOU 체결",1,,,,
"네이버-카카오, 1분기 영업익 희비 엇갈릴듯…""개선 예상""",1,,,,
"""작품에 집중하고 성장하도록""…네이버웹툰, 창작자 지원 '웹툰위드' 공개",1,,,,
"“네이버-카카오 제휴언론사 평가, 공정성도 전문성도 의문”",0,,,,
"네이버웹툰 ""창작자 수익 창출 프로그램 연  규모 2조 넘어""",2,,,,
"극단적 선택' 네이버 30대 워킹맘… 유족들, '직장 내 괴롭힘' 호소",0,,,,
"네이버클라우드 합병' 웍스모바일, 매출 다각화 꾀할까",1,,,,
"뱅크샐러드 유전자 검사권, 네이버·쿠팡서도 살 수 있다",1,,,,
"네이버 제페토, 아미 파리스 월드와 패션 아이템 독점 출시",2,,,,
"네이버웹툰, 창작자 수익 더 늘린다... '연 1억' 작품 2000편 목표",2,,,,
"여론 포털 독과점 진단 토론회…""네이버 이대로 방치 안 돼""",1,,,,
"여론  ""네이버·카카오, 언론사 위 언론사 군림""",1,,,,
"네이버, 강원 산불 피해 복구 성금 10억 기부",1,,,,
"네이버 최수연 대표, 회사 주식 2억 매입…김남선 CFO는 1억",2,,,,
"크래프톤, 네이버제트와 메타버스 합작회사 설립 추진",2,,,,
"대전현충원 내 묘비, 네이버 지도·티맵으로 쉽게 찾으세요",1,,,,
"""육아휴직 했다고 차별"" 네이버 워킹맘, 극단선택…노동부 수사",0,,,,
"네이버웹툰 136편, 연 10억 이상 매출… ""애플 도전 걱정없다""",2,,,,
네이버-카카오-구글도 정보보호 공시의무 대상에 포함,1,,,,
"네이버웹툰, 웹툰업계 대표로 저작권 보호 활동 발표 나서",1,,,,
"부산TP·네이버, 클로바 케어콜 활용 '1인 돌봄' 서비스",1,,,,
"농식품부-네이버, 청년농업인 농축산물 할인기획전 개최",1,,,,
정부 “네이버·카카오와 협업해 보이스피싱 예방”,1,,,,
"네이버웹툰, 수익 다각화 모델 10년새 87배 성장",2,,,,
이커머스 생태 변화 시작될까? 네이버 '도착보장' 파워에 쏠린 눈,1,,,,
"“창작기회 주고 수익확대 돕고”…네이버웹툰, 창작 지원 프로그램 공개",1,,,,
“의원에게도 네이버 비판은 난제…가두리 방식 영업으로 업계 황폐화”,0,,,,
"네이버웹툰, 아마추어 작가 울리는 '악플' 잡는다",1,,,,
"네이버클라우드, 500억원 차입금 만기 연장",1,,,,
"4개 언론단체 “네이버, 콘텐츠 착취 중단하라” 성명",0,,,,
" ""네이버 안심거래라더니…"" 중고 명품백 사려다가 당했다",1,,,,
"30대 네이버 여직원 극단선택…생전 메시지엔 ""워킹맘이 죄인""",0,,,,
"빗썸, 네이버·카카오페이 등 14개 플랫폼서 코인 정보 제공",1,,,,
네이버클라우드 등 5개사 MOU... “결합 데이터 상품 기획·판매”,2,,,,
네이버클라우드 데이터동맹 MOU,2,,,,
"23만명 이용한 뱅크샐러드 유전자검사, 네이버·쿠팡서 구매",1,,,,
불공정 계약부터 AI까지…네이버웹툰이 요즘 이슈에 대처하는 법,1,,,,
"""25조원 시장 잡아라""…삼성카드·네이버·CJ가 뭉친 이유 ",1,,,,
"""워킹맘이 죄인""…네이버 극단선택 여직원의 생전 메시지",0,,,,
"네이버 자회사, 장애인고용촉진대회 표창",2,,,,
극단적 선택한 네이버 개발자…유족 측 “직장 내 괴롭힘” 호소,0,,,,
"‘극단적 선택’ 네이버 개발자, 직장 내 괴롭힘 호소…고용노동부 조사",0,,,,
"K웹툰, 일본 애니메이션으로…네이버·카카오 '러브콜'",2,,,,
"국민통합위, 네이버 등 '뉴스포털' 환경 개선책 마련 나서",1,,,,
“워킹맘은 죄인인가?”…30대 네이버 여직원이 생전 남긴 메시지,0,,,,
"청호나이스, 24일 네이버 쇼핑라이브 '방문판매 정경미'",1,,,,
"가게지기, 예산시장서 `네이버플레이스 등록` 지원",1,,,,
"네이버클라우드, 데이터 얼라이언스 참여",2,,,,
"최수연 네이버 대표, “한국 대표 디지털기업으로서 미국 국빈 방문 동행 의의”",1,,,,
"영월군, 네이버 클로바 케어콜 도입…고독사 예방",1,,,,
네이버의 가두리식 뉴스 유통이 막고 있는 혁신과 다양성 ,1,,,,
네이버 개발자 극단적 선택… 직장 내 괴롭힘 있었나,0,,,,
"네이버 스마트스토어 사업자, 인플루언서 제휴 쉬워진다",1,,,,
"네이버웹툰 ""웹툰 플랫폼이지만 유튜브와 경쟁…AI도 활용할 것""",1,,,,
"언론 4개 단체 “네이버, 콘텐츠 착취 중단하라”",1,,,,
네이버웹툰 창작자 수익 모델…10년 새 2조원대로 성장,2,,,,
"""공론 왜곡"" ""소상공인 수탈""…여론  네이버·카카오 독과점 맹공",1,,,,
"네이버웹툰, '악성 댓글'로부터 작가 보호한다",1,,,,
"크래프톤, 네이버제트와 메타버스 플랫폼 만든다",1,,,,
"스카이플레이-네이버클라우드, '아줄' 솔루션 사업협력",2,,,,
"네이버웹툰, 창작자 보호 위한 댓글 관리 기능 도입",1,,,,
"크래프톤-네이버제트, 연내 메타버스 출시…합작회사 설립",1,,,,
또 네이버 직원의 죽음...반복되는 ‘직장 내 괴롭힘’ 논란,1,,,,
"네이버, 여자프로골프 대회 생중계…오픈톡서 '중계 함께 보기' 된다",1,,,,
"""워킹맘이라 차별 당했다""…네이버 개발자, 복직 후 ‘극단 선택’ 파문",0,,,,
"""악플 멈춰"" 네이버웹툰, 아마추어 창작자 위한 댓글 관리 기능 도입",1,,,,
네이버 “불공정 논란 부른 약관 철회-수정”,1,,,,
"네이버클라우드, 웍스 모바일 흡수합병…""경영 효율성 증대""",2,,,,
10년간 수익 나눈 네이버웹툰… 스타 작가·연 2조 시장 키웠다,2,,,,
"네이버웹툰, 댓글 관리 기능 도입…""창작자 보호·독자 소통 강화""",1,,,,
"""워킹맘은 죄인인가"" 극단 선택한 네이버 개발자가 남긴 질문",0,,,,
"네이버 ""해외직구 무료 감정 100개 브랜드로 확대""",1,,,,
강연하는 정낙수 네이버클라우드 이사,1,,,,
"네이버·왓챠·토스 대통령 따라 미국 가는데, 카카오는 왜?",1,,,,
"동국대-네이버 계열사, ‘웹 콘텐츠’ 인재 양성한다",2,,,,
"한달 가까이 이어진 여당의 네이버 공격...""포털 길들이기"" 우려도",0,,,,
네이버웹툰 원작 ‘이두나!’ 중국판 애니메이션 공개… 해외 수출 ‘순항’,2,,,,
"개미들 속태우는 네이버, 광고매출보다 OOO 성장성을 보라? ",1,,,,
"22% 오른' 삼성바이오로직스, 우리사주 물량 풀린다",2,,,,
"""위기에 강했다""…제약·바이오 1분기 실적 불황속 선방",2,,,,
"또 ‘잭팟’ 터진 삼성바이오 직원들, 우리사주 주식 1년 만에 평균 2000만원 차익",2,,,,
 삼성바이오로직스 올해 임금 4.1% 오른다,2,,,,
"삼성바이오로직스, 1분기 연결기준 매출 41%, 영업익 9% 증가",2,,,,
"삼성바이오로직스,1Q 매출 7209억…역대 최대 1Q 실적",2,,,,
삼성바이오로직스 1분기 매출 7209억원… 전년비 41%증가,2,,,,
"삼성바이오로직스, 1분기 영업이익 1917억원…전년비교  8.7% 증가",2,,,,
"""2030년 바이오경제 연  4조달러 가치 창출""",2,,,,
"삼바도 셀트도...미국 시장, K-바이오 주요 무대 되나",2,,,,
"올해도 성과급만 수천만원…""이 회사, 바이오 회사 맞아?""",2,,,,
"SK바이오사이언스, 16% 급등 마감…""MSD와 위탁생산 계약 체결""",2,,,,
"바이오투톱' 삼바·셀트 1분기 순풍, 하반기까지 이어간다",2,,,,
"“이런 키오스크라면 언제든 쓴다”...삼성이 하면 다르네, 기부도 초일류",1,,,,
" 코스피, 외국인 순매수 전환에 2500선 사수…모처럼 웃은 바이오주식",2,,,,
"""삼성바이오로직스, 공장 풀가동으로 하반기 고성장 기대""-IBK",2,,,,
"삼성바이오로직스, 1Q 컨센서스 상회-메리츠",1,,,,
"삼성전자, '일상의 기부' 확산…5월 '나눔의달' 캠페인",1,,,,
"SK증권  “삼성바이오로직스, 하반기 실적 모멘텀 부각… 목표가 100만원”",2,,,,
"삼성바이오로직스, 운영 효율화로 매출 성장 전망…목표가증가-DS",2,,,,
"삼성바이오로직스, 항체전달체 기술 보유 ‘아라리스’에 투자",1,,,,
"삼성바이오로직스, 1Q 매출액 7209억원…전년비 41% 증가",2,,,,
"삼바·SK바사, K-제약바이오 외형 키운다",1,,,,
"“삼성바이오로직스, 연간 실적 상저하고 패턴 보일 것” - 유진",1,,,,
"삼성바이오로직스, 1분기 매출 7209억…전년동기비교  41%증가",2,,,,
1분기 최대 실적 낸 삼성바이오…에피스도 날았다,2,,,,
"미국 ·중동, 공장 유치 인센티브 유혹…“국내 바이오의약품 세금혜택 늘려야”",2,,,,
"DB하이텍·삼성전자, 기관·외국인 코스피 순매수 1위",2,,,,
"80만원도 뚫었다, LG화학…삼성바이오 제치고 시총 4위",2,,,,
제약·바이오업체 1분기 실적 희비… 유한양행·한미약품 웃었다,2,,,,
"삼성바이오로직스, 올 1분기 영업익 1917억…작년 대비 8.6% 증가",2,,,,
한국  블록버스터 치료제 '0'…제 역할 못하는 바이오 산학연 생태계,0,,,,
미국  긴축터널 통과' 바이오·건설주 빛보나,2,,,,
“바이오 협력 강화”… 현지 영업 거점 늘리고 생산공장 인수,1,,,,
"삼성바이오로직스, 1분기 영업이익 1917억원…전년비교  8.7% 증가",2,,,,
"증권업계 “삼성바이오로직스, CMO 수요 견고…하반기 매출 오를 것”",2,,,,
삼성바이오로직스가 안도걸 사외이사에게 기대하는 '10%'의 가치,1,,,,
‘암만 잡는 유도미사일’… K바이오가 뛰어든다,1,,,,
삼성 GSAT 온라인으로 치러…반도체 용어 등 출제,1,,,,
"전남바이오산업, 삼성바이오로직스 선진 모델 살펴",1,,,,
"삼성바이오로직스, 1분기 영업익 1917억…전년비 8.7% 증가",2,,,,
"삼성바이오로직스, 제5공장 증설… 위탁생산 ‘글로벌 1위’ 굳히기",2,,,,
"삼성바이오로직스, 투자펀드 통해 '아라리스' 투자…ADC 기술 보유",1,,,,
"삼성전자, 5월 한 달간 '나눔의 달' 캠페인 진행",1,,,,
"낮았던 눈높이...""삼성바이오 1분기 실적 시장 기대치 부합""",2,,,,
삼성전자 기부 발명품 '나눔키오스크'…온라인으로 확대,1,,,,
"삼바로직스, 13분기 연속 매출 성장 '고공 행진'",2,,,,
"삼성전자, 가정의 달 맞아 ‘나눔의 달’ 캠페인",1,,,,
"""키오스크에 사원증 대면 천원"" 삼성전자의 남다른 기부방식",1,,,,
"바이오 끄떡없다… 삼바, 1분기 매출 `7209억` 상승세",2,,,,
삼성전자 ‘사원증 태그’ 기부 캠페인…이재용 “익명 기부 많이 하려 해”,1,,,,
"희귀난치병·중증장애 아동 집중 후원…삼성, 5월 ‘나눔의 달’ 캠페인",1,,,,
"삼성바이오, 차세대 ADC 기술 보유한 ‘아라리스’ 투자",1,,,,
"""사무실에서 기부""···삼성전자, 온라인 '나눔키오스크' 개설",1,,,,
"삼성바이오로직스, ADC 강화 위해 스위스 기업 투자",1,,,,
"삼성전자 임직원, 나눔키오스크로 위기가정 아동 20명 돕는다",1,,,,
"삼성바이오로직스, 라이프사이언스 펀드 통해 스위스 바이오 기업에 투자",1,,,,
" LG화학, 시총 4위로 상승…삼성바이오로직스 제쳐",0,,,,
변곡점 맞은 바이오 산업...K-바이오 나아갈 방향은,1,,,,
5대그룹 중 유일한 공채…오늘 '삼성고시' GSAT 스타트,1,,,,
" LG화학, 삼성바이오로직스 제치고 시총 4위 올라",0,,,,
"펩트론, 삼성이 찍은 18조시장 차세대 항암제 ADC...삼성과 ADC 위탁 진행 수혜",2,,,,
1분기 시총 '1조클럽' 258곳… 삼성전자 50조·LG엔솔 32조 증가,2,,,,
"2차전지의 힘' LG화학, 삼성바이오 제치고 코스피 시총 4위 올라",2,,,,
"""익명기부 많이 할 것"" 약속한 이재용, 삼성 '기부문화' 확산",1,,,,
"글로벌 대세는 항체-약물접합제, 국내 제약바이오기업은?",1,,,,
"LG화학, 삼성바이오 제치고 시총 4위 등극",2,,,,
"구미사업장 작은 나눔, 전국으로…삼성전자 ‘나눔키오스크’ 5월 밝힌다",1,,,,
"삼성라이프사이언스펀드, ADC 기술보유 스위스 기업에 투자",1,,,,
"삼성전자, 5월 '나눔의 달' 캠페인… 위기가정 아동 20명 지원",1,,,,
"""집에서 온라인으로""…삼성 신입사원 공채 필기시험 후기 보니",1,,,,
바이오 희망 조짐 5가지...좀비 기업 퇴출·‘찐 기술’ IPO 인정,2,,,,
"삼성 픽' 레인보우로보틱스, 3개월간 시총 300% 증가…삼성전자도 50.7兆 증가",2,,,,
" NAVER·삼성전자, 기관·외국인 코스피 순매수 1위",2,,,,
"삼성, 이틀동안 GSAT 온라인 시험…5대 그룹 가운데 유일",1,,,,
"삼성라이프사이언스펀드, ‘ADC 기술 보유' 아라리스 투자",1,,,,
"삼성, ADC 기술 보유 스위스 바이오기업 투자",1,,,,
"다올증권  “삼성바이오로직스, 상저하고 실적 전망…투자 의견 ‘매수’”",2,,,,
“높아지는 실적 기대감”…셀트리온 3형제 질주에 바이오주 훈풍불까,2,,,,
"삼성라이프사이언스펀드, ADC 기술 보유 아리리스 투자 결정",1,,,,
"8년간 폐휴대폰 6만대 수거…삼성, '지구의 날' 캠페인",1,,,,
"""바이오주식 2년째 물려있어"" 개미들 이젠 웃을까…하반기 장밋빛 전망",2,,,,
"""4공장·에피스 양날개""…삼성바이오로직스,사상 첫 영업익 1조 눈앞",2,,,,
"DS증권  “삼성바이오로직스, 하반기 실적 기대…이익률 유지할 것”",2,,,,
"`5대그룹 유일 공채` 삼성, 오늘부터 GSAT 온라인 시험",1,,,,
증권사 목표가는 하향 조정됐는데...삼성바이오 주가 3%대 강세,2,,,,
"삼성라이프사이언스펀드, 스위스 ADC 기술 기업에 투자",1,,,,
"5대그룹 중 유일한 공채 '삼성고시' GSAT.…""난이도 예년과 비슷""",1,,,,
"""바이오경제, 연  최대 4조달러 가치창출…정책적 지원 필요""",2,,,,
"삼성, 이틀간 GSAT 온라인 시험…5대 그룹 유일 공채",1,,,,
"“호텔 지원해도 반도체 용어 알아야”…삼성고시, 이틀간 온라인 진행",1,,,,
"삼성 라이프 사이언스 펀드, 차세대 ADC 기술 보유 스위스 바이오 기업 투자",1,,,,
"5대그룹 유일 공채' 삼성, 오늘부터 이틀간 GSAT 온라인 시험",1,,,,
"티움바이오 자회사 '프로티움사이언스', 안용호 신임 대표 선임",1,,,,
"""ADC 시장 19조 규모로 성장""…삼성바이오로직스·셀트리온 등 진입 잇따라",2,,,,
"다올투자 ""삼성바이오로직스, 1분기 실적 예상치 하회 전망…목표가 하향""",0,,,,
"삼성바이오로직스, 매출 일부 하반기로 이연…기업가치 유지-NH",1,,,,
"삼성전자, 1분기 시총 50조원 증가…'1조 클럽' 258곳",2,,,,
"삼성라이프사이언스펀드, 스위스 바이오 기업 투자…""차세대 ADC 기술 보유""",1,,,,
삼성 GSAT 온라인으로 치러…반도체 용어 등 출제,1,,,,
"나홀로 성장한 현대차, 곳간에 378조 채운 삼성",2,,,,
"전남바이오산업진흥원, 삼성바이오로직스 방문…미래 비전 재정립 워크숍",1,,,,
5대 그룹 유일 삼성 공채 내일까지 온라인으로 치러,1,,,,
1분기 시총 '1조 클럽' 258곳…삼성전자 50조원 증가,2,,,,
"전남바이오산업진흥원,지역 미래 비전 재정립 나서",1,,,,
 존 림 삼성바이오로직스 대표이사 사장 | 신기록 행진…초격차 이끈다,2,,,,
삼성 'ADC 기술 보유' 스위스 바이오텍 투자,1,,,,
"삼성바이오로직스, 1Q 영업익 추정치 17.5% 하향…배치 매출 인식 이연-삼성",0,,,,
삼성그룹 공개채용 'GAST' 22일 시작,1,,,,
비대면으로 치러진 '삼성고시'… 반도체 용어도 출제,1,,,,
바이오주 실적반등 기대…외국인 이달 '사자' 행진,2,,,,
" 제약·바이오 제약바이오 10대 기업, 이익12.8% 증가에 법인세는 2% 늘어",2,,,,
이해진 임플바이오리서치 대표의 바이오주식 옥석 가리기,1,,,,
"‘5대그룹 유일한 공채’ 삼성, 이틀간 GSAT 온라인 필기 전형",1,,,,
삼성고시' GSAT 이달 22일부터 이틀간 온라인 진행,1,,,,
"삼성 온라인 GSAT 첫날…""난이도 예년과 비슷""",1,,,,
"""매출성장률 확대 기대감""...삼성바이오로직스 '4% 강세'",2,,,,
"삼성전자, 기관·외국인 코스피 순매수 1위",2,,,,
바이든 손바닥에 놓인 K-제약바이오,1,,,,
"‘홀로서기’ 프레스티지바이오로직스, CMO 난항에도 “매출 100억 목표”",2,,,,
"올 상반기 삼성고시, 어렵지 않았다",1,,,,
삼성 GSAT 온라인으로 치러…난이도 예년과 비슷,1,,,,
글로벌 6대 제약강국 청사진 내놨지만… 5년내 달성 요원 ,0,,,,
"""한국  CDMO 바이오기업, M&A 통한 전문성 확보해야""",1,,,,
“수만명 몰려왔다”…사교육까지 불사한다는 ‘삼성고시’ 현장,1,,,,
④삼바 R&D투자 191% 급증…SK바이오팜은 매출 절반 쏟아부어,2,,,,
"제2의 반도체로 키운다…이재용, 미국 서 '바이오' 광폭행보",2,,,,
지난해 ‘역대급’ 실적 써내린 제약바이오...1분기도 ‘좋은 예감’,2,,,,
"최성호 한국바이오경제학회장 “바이오산업, 한국 경제 생존의 필수조건”",2,,,,
"삼성, 오늘부터 이틀간 GSAT 온라인 시험…내달 면접",1,,,,
①'교수·관료' 출신으로 채웠다,1,,,,
"삼성, 오늘부터 이틀간 GSAT 온라인 시험",1,,,,
삼성고시' GSAT 22~23일 실시…올해도 온라인 진행,1,,,,
"외국인, 삼성전자 등 대형주 담는다",2,,,,
"삼성전자, 폐휴대폰 모아 지구 지킨다",1,,,,
롯데바이오·화이자도 투자… 차세대 항암약 ADC 뭐길래,2,,,,
"삼성바이오, 하반기 매출 확대 기대감증가 -IBK투자증권",2,,,,
코스피 장 초반 하락…실적 발표한 삼성전자 0.94%감소,0,,,,
③고액 연봉 받는데 견제와 감독?,1,,,,
"삼성전자, ‘지구의날’ 맞아 폐휴대폰 수거 캠페인",1,,,,
"""지구를 지킵지니다"" 삼성, 폐휴대폰 수거 앞장",1,,,,
"삼성바이오, 차세대 ADC 기술 보유한 스위스 기업 아라리스에 투자",1,,,,
“미래 먹거리는 ADC”… ADC 진출하는 국내 제약·바이오 기업들,2,,,,
"삼성전자, '지구의 날' 맞아 폐휴대폰 수거 캠페인",1,,,,
②이쯤되면 거수기? 부결 안건 1개뿐,1,,,,
"‘삼성 고시’ GSAT, 22일부터 이틀간 온라인으로 진행",1,,,,
"삼성전자, 올 1분기에만 시총 50조원 증가",2,,,,
서랍 속 폐휴대폰 재활용해 지구 살리기…삼성 '지구의 날' 캠페인,1,,,,
"삼성전자, '지구의날' 맞아 국내외 사업장서 폐휴대폰 수거",1,,,,
"삼성전자, '지구의 날' 맞아 폐휴대폰 수거 캠페인",1,,,,
"바이오헬스 인재 양성 나선 정부, 빠른 변화와 소통 필요하다 ",2,,,,
"삼성바이오·하이브, 기관·외국인 코스피 순매수 1위",2,,,,
‘삼성고시’ GSAT 이달 22일부터 이틀간 온라인서 치러진다,1,,,,
"‘삼성고시’ GSAT, 22일부터 이틀간 온라인 시험",1,,,,
"삼성전자, '지구의 날' 맞아 폐휴대폰 수거 캠페인 진행",1,,,,
"""엑소좀, 바이오산업의 게임 체인저…난치병 치료의 희망""",2,,,,
"삼성전자, '지구의 날' 맞아 폐휴대폰 수거",1,,,,
"""성장주식면서 동시에 방어주식""…제약·바이오의 시간 다시 오나",2,,,,
"삼성고시' GSAT, 이틀간 온라인 진행…""반도체 용어 출제""",1,,,,
"한화솔루션·삼성전자, 기관·외국인 코스피 순매수 1위",2,,,,
"삼성전자, ‘지구의 날’ 맞아 전 세계서 폐휴대폰 수거 캠페인 진행",1,,,,
"""올핸 무슨 문제가 나올까?""...'삼성고시' 22~23일 온라인 진행",1,,,,
"""차세대 항암제 시장 잡아라""…ADC에 푹 빠진 K바이오",2,,,,
"삼성, 신입 공채 'GSAT' 22일부터 이틀간 온라인으로",1,,,,
삼성전자 자원 순환 캠페인,1,,,,
"삼성 임직원, 지구의 날 맞아 폐휴대폰 반납 앞장서",1,,,,
"‘감산’ 삼성전자, 외국인 1년 만 최대 매수로 화답 ",2,,,,
1분기 '꽝' 실적 배경 나온다…삼성·하이닉스 등 컨퍼런스콜에 주목,0,,,,
"삼성전자, '지구의 날' 맞아 폐휴대폰 수거 캠페인",1,,,,
"삼성전자 임직원 ""폐휴대폰 모아 지구 지켜요""",1,,,,
"이찬희 삼성준법위원장 ""JY 등기임원 복귀, 의견정리 안돼""",0,,,,
"삼성전자, '지구의 날' 맞아 ​폐휴대폰 수거 캠페인 진행",1,,,,
SK하이닉스·삼성전자 기관·외국인 주간 코스피 순매수 1위,2,,,,
"삼성 상반기 공채 GSAT, 22·23일 온라인 진행",1,,,,
"삼성, 대졸 신입 공채 필기시험 23일까지 실시...7번째 온라인 GSAT에선 반도체 용어 등 출제",1,,,,
"삼성전자, ‘지구의 날’ 맞아 ​폐휴대폰 수거 캠페인 진행",1,,,,
"삼성전자, 지구의 날 맞아 폐휴대폰 수거 캠페인",1,,,,
"제약바이오협회 ""미국  의약품 공급망 강화에 적극 대응 필요""",1,,,,
‘한국  바이오’ 주목하는 獨 컨설팅 기업...“수익화 방안 조언”,1,,,,
"코스피, 삼성전자 강세에 장 초반 2480선 회복",1,,,,
"삼성전자, '지구의 날' 맞아 폐휴대폰 수거 캠페인 진행",1,,,,
"삼성 준법위원장 ""이재용 회장, 등기임원 복귀…의견정리 안돼""",1,,,,
"말로만 제약바이오 중심국?… ""세제혜택 내놔라""",0,,,,
삼성·SK·현대차·LG 재고자산 187조 돌파,0,,,,
"삼성전자, 오는 22일 지구의 날 폐휴대폰 수거 캠페인 펼친다",1,,,,
"삼성전자, '지구의 날' 맞아 폐휴대폰 수거 캠페인",1,,,,
"삼성, 지구의 날 맞아 '폐휴대폰 수거 캠페인'",1,,,,
"삼성, R&D도 압도적 1등…LG 사상 첫 10조 돌파",2,,,,
"삼성바이오로직스, 제약업계 최초 공간안전인증 획득",2,,,,
"“삼성바이오로직스, 지금은 기다려야 할 때” ",1,,,,
"""삼성바이오로직스, 적극적 증설…올해 실적 상저하고 전망""-하나",2,,,,
"삼성바이오로직스, 하반기부터 개선...실적 발표 이후 매수-한국투자증권",2,,,,
"숨고르기가 이정도' 삼성바이오로직스, 역대급 1분기 실적 예고",2,,,,
"5공장 짓는 삼성바이오로직스…한국투자증권 ""저가 매수 기회""",2,,,,
"삼성바이오로직스 주가 언제 살아날까...이베스트증권  “올해는 상저하고, 2024년부터 다시 성장” ",1,,,,
"“삼성바이오로직스, 올해 상저하고 실적 예상”",1,,,,
"""뜨는 K바이오 클러스터…송도·오송 이어 이젠 전남이죠""",1,,,,
"이차전지 쉬고, 바이오 날고'…코스피, 2470선 아래로 ",2,,,,
"한투 ""삼성바이오로직스, 1분기 실적 부진에 목표주가 11% 하향""",0,,,,
"삼성바이오로직스의 바이오 초격차, 반도체 신화 재현 가능성은?",1,,,,
"삼성바이오로직스, 실적 상저하고 전망…업종 내 톱픽-KB",1,,,,
"삼성전자, 국내외 사업장서 폐휴대폰 수거 캠페인 실시",1,,,,
"현대차·삼성전자, 기관·외국인 코스피 순매수 1위",2,,,,
"삼성바이오로직스, 한국 바이오·제약 기업 최초 연매출 3조원 돌파 '신기원'",2,,,,
"삼성바이오로직스, 더욱 강화될 세계 1위 CDMO-유진",2,,,,
"삼성바이오로직스 ""초격차 경쟁력 달성""… 2조 투자 5공장 준공",2,,,,
"삼성바이오로직스, 2조 투자해 5공장 짓는다…""초격차 확대""",2,,,,
"삼성바이오로직스, 세계 최대 생산력 확보한다…""제5공장 건설""",2,,,,
"존림, 대표 '재선임' 삼성바이오로직스 '초격차' 성장 지속",2,,,,
바이오R&D 심장에서 주총 연 삼성바이오로직스…30분만에 ‘속전속결’,1,,,,
"삼성바이오로직스, 2조 들여 송도에 제5공장 짓는다",1,,,,
"삼성바이오로직스, 또 한번 ‘초격차’…1.9조 투자해 18만L 규모 제5공장 짓는다",2,,,,
유한양행 남직원 연봉 1억원…삼성바이오로직스보다 많아,1,,,,
"5공장 날개다는 삼성바이오로직스 ""압도적 글로벌 1위 목표""",2,,,,
"삼성전자, '지구의 날' 맞아 ​폐휴대폰 수거 캠페인 진행",1,,,,
"발로 뛰는 존림, 삼성바이오로직스 글로벌 수주 종횡무진",2,,,,
존림 삼성바이오로직스 대표 “ADC·유전자치료제 신속 대응…CDO 경쟁력 강화”,2,,,,
삼성바이오로직스 창사 첫 사내 주총...‘화기애애’ 분위기 속 성료,2,,,,
"삼성바이오로직스, 5공장에 1조 투자…CDMO 분야 초격차 만든다",2,,,,
“30분 만에 끝나”…삼성바이오로직스 정기주총 ‘속전속결’,1,,,,
"삼성바이오로직스, 2조 들여 5공장 짓는다…‘제2바이오캠퍼스 시대 개막’",1,,,,
삼성바이오로직스 송도 제5공장 건립 승인…2025년 9월 준공,1,,,,
"삼성바이오로직스, 미국  '디캣 위크' 참가…네트워크 강화 나선다",1,,,,
R&D 인력 1000명 돌파한 삼성바이오로직스...인력 유지 고민되네,1,,,,
"삼성바이오로직스, 작년 이어 올해도 이사 보수한도 ‘동결’",1,,,,
삼성바이오로직스 수주잔액 50억달러 돌파,2,,,,
"삼성바이오로직스, 2조원 들여 공장 신설…가동하면 생산능력 세계 1위",2,,,,
